id,gender,age,education,field_of_studies,is_studying,county,relative_wage,years_since_job_change,years_of_experience,hours_of_training,is_certified,size_of_company,type_of_company,willing_to_change_job
297,Male,32,higher_MSc,science,no,county_108,131.51,2,9,73,1,1000-4999,private_company,No
298,Unknown,25,higher_BSc,science,full_time,county_059,110.45,1,4,9,1,50-99,private_company,Yes
299,Male,28,higher_BSc,science,no,county_120,98.77,1,4,11,1,10-49,private_company,Yes
300,Male,26,higher_BSc,science,no,county_085,148.68,never_changed,3,63,1,<10,no_information,No
301,Male,32,higher_BSc,science,full_time,county_118,162.84,never_changed,12,92,0,unknown,no_information,No
302,Male,27,higher_MSc,science,full_time,county_118,162.84,2,8,24,0,unknown,no_information,Yes
303,Male,21,higher_BSc,science,no_information,county_059,110.45,1,1,14,1,unknown,no_information,No
304,Unknown,25,higher_MSc,science,no,county_059,110.45,>4,5,105,0,unknown,NGO,Yes
305,Male,44,higher_MSc,science,no,county_093,158.77,1,19,18,1,<10,startup_wo_funding,No
306,Male,22,higher_BSc,science,no,county_059,110.45,unknown,1,38,1,10000+,private_company,No
307,Unknown,45,higher_MSc,science,no,county_093,158.77,1,>20,74,1,<10,startup_wo_funding,No
308,Male,30,higher_BSc,business,no,county_001,161.96,1,7,44,0,50-99,private_company,No
309,Male,27,higher_BSc,science,no,county_075,161.07,2,3,91,1,50-99,no_information,No
310,Unknown,21,secondary,no_information,no,county_118,162.84,unknown,<1,6,0,unknown,no_information,No
311,Male,29,higher_BSc,science,no,county_118,162.84,>4,8,51,1,10000+,private_company,No
312,Unknown,23,secondary,no_information,no,county_059,110.45,never_changed,2,104,0,unknown,no_information,Yes
313,Unknown,40,higher_MSc,science,part_time,county_110,163.9,1,18,47,1,unknown,no_information,No
314,Other,25,higher_BSc,science,full_time,county_122,158.42,1,5,20,0,unknown,no_information,Yes
315,Male,49,higher_BSc,science,no,county_059,110.45,1,>20,22,1,unknown,no_information,Yes
316,Unknown,36,no_information,no_information,no_information,county_059,110.45,never_changed,16,40,0,unknown,no_information,Yes
317,Male,33,higher_BSc,science,no,county_059,110.45,>4,8,61,1,1000-4999,private_company,No
318,Male,48,higher_MSc,business,no,county_075,161.07,>4,>20,142,1,10000+,private_company,No
319,Male,29,higher_BSc,science,no,county_049,158.06,1,6,52,1,100-500,startup_wo_funding,No
320,Male,32,higher_BSc,science,no,county_118,162.84,2,12,42,1,50-99,public_sector,No
321,Unknown,27,higher_BSc,science,part_time,county_075,161.07,1,5,82,0,50-99,no_information,No
322,Unknown,28,higher_BSc,science,no,county_074,162.84,4,7,51,1,5000-9999,private_company,No
323,Unknown,27,higher_BSc,other,no_information,county_059,110.45,never_changed,2,33,0,unknown,no_information,Yes
324,Unknown,32,higher_BSc,science,full_time,county_110,163.9,1,10,92,0,10-49,private_company,No
325,Unknown,21,higher_BSc,science,part_time,county_045,146.38,1,2,246,0,10-49,private_company,No
326,Male,50,higher_MSc,science,no,county_122,158.42,1,>20,111,1,unknown,no_information,No
327,Unknown,26,higher_BSc,science,part_time,county_107,123.55,2,4,136,0,1000-4999,private_company,No
328,Male,25,higher_BSc,science,no,county_003,163.72,1,5,21,1,50-99,private_company,No
329,Male,27,higher_BSc,science,no,county_112,97.35,1,5,42,1,10-49,public_sector,Yes
330,Female,33,higher_BSc,other,no,county_075,161.07,2,13,111,1,500-999,private_company,No
331,Male,26,higher_BSc,science,part_time,county_028,151.34,1,6,61,1,50-99,private_company,No
332,Male,48,higher_MSc,science,no,county_047,158.95,1,>20,31,1,10-49,private_company,No
333,Unknown,21,higher_BSc,business,no,county_112,97.35,1,2,66,1,50-99,private_company,Yes
334,Male,25,higher_BSc,science,no,county_003,163.72,1,4,47,1,500-999,private_company,No
335,Male,32,higher_BSc,science,part_time,county_040,134.87,never_changed,10,20,0,unknown,private_company,No
336,Male,25,higher_BSc,science,full_time,county_118,162.84,1,5,58,0,unknown,no_information,Yes
337,Unknown,46,higher_BSc,science,no,county_029,141.95,>4,>20,41,1,unknown,no_information,No
338,Male,35,higher_BSc,science,no,county_108,131.51,4,13,6,1,100-500,private_company,No
339,Unknown,22,secondary,no_information,full_time,county_112,97.35,1,3,268,1,unknown,no_information,Yes
340,Male,47,higher_BSc,science,no,county_075,161.07,2,>20,50,1,10-49,private_company,No
341,Male,33,higher_BSc,science,no,county_118,162.84,1,10,78,1,100-500,startup_with_funding,No
342,Male,24,higher_BSc,science,no,county_112,97.35,1,<1,50,1,100-500,private_company,Yes
343,Male,26,higher_BSc,science,full_time,county_112,97.35,never_changed,2,10,0,unknown,no_information,Yes
344,Unknown,34,higher_MSc,science,no,county_024,156.47,never_changed,9,180,1,100-500,private_company,No
345,Male,30,higher_BSc,science,no,county_075,161.07,3,6,125,1,500-999,private_company,No
346,Male,22,higher_BSc,science,full_time,county_024,156.47,1,2,20,0,unknown,no_information,No
347,Male,36,higher_BSc,arts,no,county_009,163.72,1,16,28,1,unknown,no_information,No
348,Male,25,higher_BSc,science,no,county_059,110.45,1,2,15,0,unknown,no_information,Yes
349,Male,36,higher_BSc,science,no,county_068,155.41,2,12,8,1,100-500,private_company,No
350,Male,28,higher_MSc,science,no,county_011,163.37,3,5,66,1,1000-4999,private_company,No
351,Male,24,secondary,no_information,no,county_120,98.77,1,3,80,0,unknown,no_information,Yes
352,Female,28,higher_BSc,science,no,county_059,110.45,>4,9,36,1,500-999,private_company,Yes
353,Female,22,higher_BSc,arts,no,county_118,162.84,1,1,107,1,10-49,private_company,No
354,Male,47,higher_BSc,science,no,county_118,162.84,1,>20,20,1,10-49,startup_with_funding,Yes
355,Unknown,24,higher_MSc,humanities,no,county_118,162.84,2,4,23,1,500-999,private_company,No
356,Male,31,higher_BSc,science,no,county_059,110.45,never_changed,8,26,0,10000+,private_company,Yes
357,Male,47,higher_BSc,science,no,county_117,163.55,>4,>20,84,1,1000-4999,private_company,No
358,Male,37,higher_BSc,science,no,county_041,157.53,>4,15,16,1,1000-4999,private_company,No
359,Male,42,higher_BSc,business,no,county_122,158.42,1,18,20,1,500-999,public_sector,No
360,Male,45,higher_BSc,science,no,county_118,162.84,2,>20,21,1,100-500,private_company,No
361,Male,47,higher_BSc,humanities,no,county_118,162.84,1,>20,39,1,unknown,no_information,Yes
362,Male,28,higher_BSc,science,no,county_118,162.84,2,4,158,1,50-99,NGO,No
363,Male,25,higher_BSc,science,no,county_118,162.84,1,3,4,1,1000-4999,private_company,No
364,Male,48,higher_BSc,science,no,county_024,156.47,1,>20,167,1,10000+,private_company,No
365,Unknown,28,higher_MSc,science,no,county_118,162.84,1,4,100,0,10000+,private_company,No
366,Unknown,26,higher_BSc,science,full_time,county_009,163.72,1,2,4,0,100-500,NGO,No
367,Unknown,46,higher_MSc,other,no,county_020,166.2,>4,>20,92,0,unknown,no_information,No
368,Male,46,higher_BSc,science,no,county_118,162.84,>4,>20,48,1,5000-9999,private_company,No
369,Female,24,higher_BSc,other,full_time,county_059,110.45,1,3,78,1,10-49,no_information,Yes
370,Unknown,26,higher_BSc,science,no,county_064,145.85,1,4,24,1,500-999,public_sector,No
371,Female,29,higher_MSc,science,full_time,county_007,123.55,4,5,21,0,unknown,no_information,Yes
372,Male,33,higher_MSc,science,no,county_093,158.77,1,10,28,1,1000-4999,private_company,No
373,Male,49,higher_MSc,science,no,county_118,162.84,1,>20,28,1,50-99,private_company,No
374,Male,23,higher_BSc,science,no,county_040,134.87,1,4,52,1,5000-9999,no_information,Yes
375,Unknown,24,higher_BSc,science,no,county_110,163.9,1,3,55,1,10000+,private_company,No
376,Male,36,higher_BSc,science,no,county_117,163.55,2,14,21,1,50-99,startup_with_funding,No
377,Female,24,higher_MSc,science,full_time,county_075,161.07,2,2,50,0,unknown,public_sector,No
378,Unknown,25,higher_BSc,science,full_time,county_074,162.84,unknown,1,107,0,unknown,no_information,No
379,Male,38,higher_MSc,science,no,county_118,162.84,2,19,24,0,<10,startup_wo_funding,No
380,Male,26,higher_BSc,science,no,county_020,166.2,2,3,184,0,1000-4999,private_company,No
381,Male,26,higher_MSc,science,no,county_088,135.05,1,5,68,1,<10,private_company,Yes
382,Male,47,higher_BSc,humanities,no,county_118,162.84,>4,>20,29,1,50-99,private_company,No
383,Male,31,secondary,no_information,full_time,county_059,110.45,never_changed,6,84,0,unknown,no_information,Yes
384,Female,24,higher_BSc,science,no,county_030,117.88,1,4,14,1,50-99,no_information,No
385,Male,45,secondary,no_information,no,county_121,157,>4,>20,6,1,<10,private_company,No
386,Male,33,higher_BSc,other,no,county_116,140.54,2,9,212,1,50-99,private_company,No
387,Female,30,higher_BSc,science,no,county_118,162.84,1,6,44,1,100-500,private_company,No
388,Male,38,no_information,no_information,no,county_093,158.77,3,17,58,1,50-99,startup_wo_funding,No
389,Unknown,27,higher_MSc,science,part_time,county_093,158.77,2,4,160,1,unknown,no_information,No
390,Unknown,36,higher_BSc,science,no,county_073,135.76,2,14,28,1,1000-4999,private_company,No
391,Male,30,higher_BSc,other,no,county_059,110.45,3,5,6,1,10-49,private_company,Yes
392,Male,29,higher_BSc,science,no,county_118,162.84,2,9,95,1,50-99,private_company,No
393,Male,49,higher_BSc,humanities,no,county_118,162.84,>4,>20,74,1,1000-4999,NGO,No
394,Unknown,38,higher_BSc,science,full_time,county_074,162.84,3,18,68,1,50-99,public_sector,No
395,Unknown,21,higher_BSc,science,full_time,county_059,110.45,1,<1,13,0,unknown,no_information,Yes
396,Unknown,26,higher_BSc,science,full_time,county_049,158.06,1,4,46,0,unknown,no_information,Yes
397,Male,24,higher_MSc,science,full_time,county_007,123.55,never_changed,3,108,0,unknown,no_information,Yes
398,Male,43,higher_BSc,science,no,county_118,162.84,>4,19,312,1,unknown,no_information,No
399,Unknown,38,higher_BSc,science,no,county_118,162.84,1,15,46,1,100-500,private_company,No
400,Male,24,higher_BSc,science,no,county_059,110.45,1,3,20,1,500-999,private_company,No
401,Female,27,higher_MSc,science,no,county_008,131.51,2,7,222,1,50-99,private_company,No
402,Male,29,higher_BSc,science,part_time,county_028,151.34,1,6,90,1,unknown,no_information,No
403,Male,45,higher_MSc,science,no,county_020,166.2,>4,>20,13,1,<10,private_company,No
404,Unknown,26,higher_BSc,science,full_time,county_075,161.07,1,2,260,0,1000-4999,other,No
405,Male,37,higher_MSc,science,part_time,county_110,163.9,never_changed,16,10,0,unknown,public_sector,Yes
406,Male,38,higher_BSc,science,no,county_075,161.07,>4,16,28,1,500-999,private_company,No
407,Male,26,secondary,no_information,full_time,county_032,161.6,never_changed,2,22,0,unknown,no_information,No
408,Unknown,37,higher_BSc,science,full_time,county_059,110.45,unknown,unknown,32,0,unknown,no_information,No
409,Unknown,22,higher_MSc,science,no,county_093,158.77,1,1,16,0,<10,startup_with_funding,Yes
410,Male,44,higher_BSc,science,no,county_118,162.84,1,>20,112,1,unknown,no_information,Yes
411,Unknown,25,higher_BSc,science,full_time,county_029,141.95,1,4,129,1,unknown,no_information,No
412,Other,23,secondary,no_information,no,county_121,157,never_changed,2,11,0,unknown,no_information,No
413,Male,37,higher_BSc,science,no,county_118,162.84,1,18,120,1,50-99,startup_wo_funding,No
414,Male,47,Phd,humanities,no,county_117,163.55,1,>20,62,1,unknown,no_information,No
415,Male,40,secondary,no_information,no,county_041,157.53,>4,16,48,1,<10,private_company,No
416,Male,32,higher_BSc,science,no,county_075,161.07,1,7,30,1,10000+,private_company,No
417,Male,28,higher_BSc,science,no,county_120,98.77,1,4,80,1,<10,private_company,No
418,Unknown,25,higher_BSc,science,full_time,county_110,163.9,1,3,54,1,unknown,no_information,No
419,Male,45,higher_MSc,science,no,county_110,163.9,4,>20,44,0,unknown,no_information,No
420,Unknown,28,higher_BSc,science,no,county_118,162.84,>4,8,25,1,50-99,no_information,No
421,Male,39,higher_BSc,science,no,county_032,161.6,3,15,9,1,<10,private_company,Yes
422,Female,25,higher_BSc,humanities,no,county_118,162.84,1,<1,7,1,1000-4999,private_company,No
423,Unknown,20,higher_BSc,science,no,county_059,110.45,unknown,<1,38,1,10000+,private_company,Yes
424,Male,38,higher_BSc,science,no,county_117,163.55,>4,18,51,1,10-49,private_company,No
425,Male,47,higher_BSc,science,no,county_118,162.84,2,>20,144,1,unknown,no_information,Yes
426,Male,34,secondary,no_information,no,county_110,163.9,never_changed,10,4,1,10-49,private_company,No
427,Male,34,higher_BSc,science,no,county_117,163.55,2,10,62,1,50-99,private_company,No
428,Male,38,higher_BSc,science,no,county_030,117.88,2,16,37,1,100-500,private_company,No
429,Male,29,higher_BSc,science,full_time,county_118,162.84,1,6,18,0,unknown,no_information,No
430,Male,46,higher_BSc,humanities,no,county_032,161.6,never_changed,>20,42,1,unknown,no_information,No
431,Male,33,higher_BSc,science,no,county_030,117.88,>4,10,33,1,100-500,private_company,No
432,Unknown,36,higher_BSc,science,no,county_060,140.89,3,14,20,1,50-99,private_company,No
433,Male,46,higher_BSc,science,no,county_074,162.84,>4,>20,25,1,unknown,no_information,Yes
434,Male,45,higher_BSc,science,no,county_118,162.84,3,>20,45,1,50-99,NGO,No
435,Male,48,higher_BSc,science,no,county_118,162.84,4,>20,27,1,10-49,private_company,No
436,Male,29,higher_BSc,science,no,county_059,110.45,1,4,174,1,50-99,startup_with_funding,Yes
437,Male,32,higher_BSc,science,part_time,county_118,162.84,3,9,56,1,50-99,private_company,No
438,Male,25,higher_BSc,science,full_time,county_059,110.45,1,2,17,1,10-49,private_company,No
439,Male,26,secondary,no_information,no,county_122,158.42,4,7,32,0,unknown,no_information,No
440,Male,48,secondary,no_information,no,county_119,142.31,>4,>20,125,0,50-99,private_company,No
441,Unknown,27,higher_BSc,science,part_time,county_001,161.96,1,5,143,0,unknown,no_information,No
442,Female,22,higher_BSc,arts,no,county_118,162.84,2,2,35,0,100-500,public_sector,Yes
443,Unknown,23,secondary,no_information,no,county_118,162.84,never_changed,2,13,0,unknown,no_information,No
444,Unknown,24,higher_BSc,science,part_time,county_084,98.24,1,<1,58,0,unknown,no_information,No
445,Unknown,32,higher_BSc,science,no,county_117,163.55,1,11,43,1,10000+,private_company,No
446,Male,32,higher_BSc,science,part_time,county_035,130.8,2,12,64,1,100-500,private_company,No
447,Male,32,higher_BSc,science,no,county_074,162.84,1,9,70,1,<10,startup_with_funding,No
448,Male,35,higher_MSc,science,no,county_038,158.59,never_changed,13,34,1,100-500,private_company,No
449,Male,27,higher_BSc,science,no,county_011,163.37,1,4,316,1,unknown,no_information,No
450,Male,27,higher_BSc,science,no,county_059,110.45,2,7,76,1,100-500,startup_with_funding,No
451,Unknown,47,higher_BSc,science,no,county_002,167.97,4,>20,45,0,500-999,public_sector,No
452,Male,37,higher_BSc,science,no,county_118,162.84,3,14,24,1,50-99,startup_with_funding,No
453,Male,32,higher_BSc,science,full_time,county_072,159.83,1,13,69,0,unknown,no_information,Yes
454,Male,23,higher_BSc,science,part_time,county_093,158.77,1,3,29,1,<10,private_company,No
455,Male,25,secondary,no_information,no,county_092,147.97,never_changed,3,9,0,unknown,no_information,No
456,Unknown,23,higher_MSc,science,no,county_099,93.28,1,<1,28,0,unknown,no_information,Yes
457,Male,31,higher_BSc,science,no,county_045,146.38,4,7,18,1,100-500,private_company,No
458,Unknown,25,higher_BSc,science,no,county_110,163.9,1,5,6,1,50-99,private_company,No
459,Male,28,higher_BSc,humanities,no,county_024,156.47,>4,6,28,1,unknown,no_information,No
460,Male,26,higher_BSc,science,part_time,county_118,162.84,2,7,310,1,unknown,public_sector,No
461,Male,48,higher_MSc,science,no,county_110,163.9,>4,>20,268,1,500-999,private_company,No
462,Male,32,higher_BSc,science,no,county_009,163.72,>4,10,29,1,100-500,private_company,Yes
463,Unknown,27,higher_MSc,science,full_time,county_059,110.45,1,3,11,1,10-49,private_company,Yes
464,Unknown,26,higher_MSc,science,no,county_059,110.45,1,7,21,1,unknown,private_company,Yes
465,Male,49,higher_MSc,science,no,county_053,166.2,2,>20,15,1,10000+,private_company,No
466,Male,42,higher_BSc,arts,no,county_118,162.84,>4,18,109,1,5000-9999,private_company,No
467,Male,31,higher_BSc,science,no,county_040,134.87,4,10,89,1,100-500,private_company,Yes
468,Male,22,higher_BSc,science,full_time,county_059,110.45,1,3,84,1,100-500,private_company,Yes
469,Male,48,higher_BSc,science,no,county_001,161.96,>4,>20,117,1,unknown,no_information,Yes
470,Unknown,26,higher_MSc,science,no,county_068,155.41,3,7,40,0,1000-4999,private_company,No
471,Male,26,higher_BSc,science,full_time,county_059,110.45,1,1,188,1,<10,startup_wo_funding,Yes
472,Male,38,higher_MSc,science,no,county_020,166.2,>4,15,52,0,10000+,private_company,No
473,Male,49,higher_MSc,science,no,county_118,162.84,>4,>20,28,1,1000-4999,private_company,No
474,Male,22,higher_BSc,science,full_time,county_119,142.31,1,2,40,1,100-500,private_company,No
475,Male,27,higher_BSc,science,part_time,county_049,158.06,1,6,19,1,<10,private_company,No
476,Male,28,higher_MSc,science,no,county_118,162.84,1,9,174,1,10000+,private_company,No
477,Male,36,higher_BSc,science,no,county_082,121.95,>4,16,140,1,10-49,private_company,No
478,Male,41,higher_BSc,science,no,county_074,162.84,>4,20,45,1,10000+,other,No
479,Male,38,higher_MSc,science,no,county_118,162.84,3,14,55,1,5000-9999,private_company,Yes
480,Male,25,secondary,no_information,full_time,county_062,120.71,never_changed,6,106,0,unknown,no_information,No
481,Unknown,38,higher_BSc,science,no,county_118,162.84,1,16,72,1,100-500,private_company,No
482,Male,44,higher_BSc,science,no,county_075,161.07,>4,>20,64,1,10000+,private_company,No
